Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-4759765,Apartments For sale in Skyline Residence - Orouba Misr,"8,277,500 EGP",Smouha,3,3,150,1,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4759765-for-sale-skyline-residence-orouba-misr/
EG-4749688,Apartments For sale in Muruj,"6,001,800 EGP",Smouha,3,2,140,5,Extra Super Lux,Garden,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4749688-for-sale-Muruj/
EG-4760615,Apartment for sale 198 m Smouha (Valory Transportation and Engineering Compound),"8,464,500 EGP",Smouha,3,2,198,4,Super Lux,Other,2019,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4760615-for-sale-valore-smouha/
EG-4762816,Apartments For sale in Muruj,"5,215,200 EGP",Smouha,3,3,159,11,Extra Super Lux,Corner,2023,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4762816-for-sale-Muruj/
EG-4743949,Apartments For sale in Skyline Residence - Orouba Misr,"9,396,000 EGP",Smouha,3,2,174,2,Extra Super Lux,Garden,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4743949-for-sale-skyline-residence-orouba-misr/
EG-5011170,Apartment for sale - Smouha - area 90 full meters,"1,500,000 EGP",Smouha,2,1,90,12,Lux,Other,2008,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/5011170-for-sale-alexandria-smouha-el-nasr-st/
EG-4739898,Apartments For sale in Valore Smouha Compound,"6,451,700 EGP",Smouha,3,2,149,11,Super Lux,Other,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4739898-for-sale-valore-smouha/
EG-4733432,Apartments For sale in Skyline Residence - Orouba Misr,"7,564,000 EGP",Smouha,3,1,122,6,Extra Super Lux,Other,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4733432-for-sale-skyline-residence-orouba-misr/
EG-4732291,Apartments For sale in Muruj,"4,987,500 EGP",Smouha,3,2,133,7,Extra Super Lux,,2025,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4732291-for-sale-Muruj/
EG-4740045,Apartments For sale in Zinnia Muruj Compound - MWA,"6,305,097 EGP",Smouha,3,2,141,1,Super Lux,Other,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4740045-for-sale-alexandria-compounds-zyny-mrwj/
EG-4867721,Apartments For sale in El Mahmoudya Road,"8,888,000 EGP",Smouha,4,3,176,2,Semi Finished,Main Street,2027,Installments,Broker,Abozahra Developments,https://aqarmap.com.eg/en/listing/4867721-for-sale-alexandria-smouha-el-mahmoudya-road/
EG-4744263,Apartments For sale in Muruj,"5,043,000 EGP",Smouha,2,2,123,10,Extra Super Lux,Garden,2025,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4744263-for-sale-Muruj/
EG-4732117,Apartments For sale in Saluga Lake Yard - Saluga Muruj Compound,"6,258,000 EGP",Smouha,3,2,149,4,Extra Super Lux,Side Street,2023,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4732117-for-sale-alexandria-compounds-saluga-lake-yard-saluga-muruj-compound/
EG-4867664,Apartments For sale in El Mahmoudya Road,"4,838,900 EGP",Smouha,2,2,106,3,Semi Finished,,2027,Installments,Broker,Abozahra Developments,https://aqarmap.com.eg/en/listing/4867664-for-sale-alexandria-smouha-el-mahmoudya-road/
EG-4731992,Apartments For sale in Muruj,"5,396,140 EGP",Smouha,3,2,120,5,Super Lux,,2023,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4731992-for-sale-Muruj/
EG-4734968,شقة للبيع 150م كومباوند مروج,"6,450,000 EGP",Smouha,3,2,150,1,Extra Super Lux,Main Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4734968-for-sale-Muruj/
EG-4732257,Apartments 175 M² For sale in The Rise Compound - Arab Builders,"7,175,000 EGP",Smouha,4,3,175,10,Extra Super Lux,Garden,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4732257-for-sale-alexandria-compounds-dh-ryz/
EG-4739973,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"6,256,000 EGP",Smouha,3,2,184,3,Extra Super Lux,Garden,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4739973-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4734941,شقة للبيع 150م كومباوند مروج,"6,450,000 EGP",Smouha,3,2,150,1,Extra Super Lux,Main Street,2025,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4734941-for-sale-Muruj/
EG-4743942,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"4,960,000 EGP",Smouha,3,2,160,1,Extra Super Lux,Garden,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4743942-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4743901,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"6,370,000 EGP",Smouha,3,2,182,1,Super Lux,Side Street,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4743901-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4743964,Apartments For sale in Muruj,"8,050,000 EGP",Smouha,3,3,175,10,Extra Super Lux,Other,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4743964-for-sale-Muruj/
EG-4733645,Apartments 124 M² For sale in Vee Muruj Compound - El Ghoniemy,"7,529,600 EGP",Smouha,3,3,181,7,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4733645-for-sale-alexandria-compounds-kmbwnd-fy-mrwj-lgnymy/
EG-4938170,Apartments For sale in Muruj,"4,500,000 EGP",Smouha,3,2,155,5,Super Lux,Main Street,2026,Installments,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4938170-for-sale-alexandria-smouha-Muruj/
EG-4730886,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"8,893,500 EGP",Smouha,3,3,245,2,Super Lux,Pool,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4730886-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4726215,Apartments For sale in Muruj,"4,987,500 EGP",Smouha,3,2,133,7,Extra Super Lux,,2025,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4726215-for-sale-Muruj/
EG-4729089,شقة للبيع 163م سموحة كومباوند مروج,"7,020,000 EGP",Smouha,3,2,163,6,Extra Super Lux,Main Street,2025,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4729089-for-sale-Muruj/
EG-4725819,Apartments For sale in Valore Smouha Compound,"6,170,250 EGP",Smouha,3,2,150,4,Super Lux,Other,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4725819-for-sale-valore-smouha/
EG-4728950,Apartments For sale in Muruj,"7,056,000 EGP",Smouha,3,2,147,6,Extra Super Lux,Side Street,2027,Cash or Installments,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4728950-for-sale-Muruj/
EG-4725730,Apartments For sale in Muruj,"6,063,000 EGP",Smouha,3,2,141,9,Extra Super Lux,Other,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4725730-for-sale-Muruj/
EG-4731874,Apartments For sale in Muruj,"6,144,750 EGP",Smouha,3,2,150,10,Super Lux,Garden,2023,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4731874-for-sale-Muruj/
EG-4730861,Apartments For sale in Vee Muruj Compound - El Ghoniemy,"9,702,000 EGP",Smouha,3,3,196,1,Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4730861-for-sale-alexandria-compounds-kmbwnd-fy-mrwj-lgnymy/
EG-4728911,Apartments For sale in Muruj,"6,950,000 EGP",Smouha,3,2,139,5,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4728911-for-sale-Muruj/
EG-4725935,"شقة للبيع 118م سموحة كومباوند مروج بقسط شهرى 66,000 فقط","5,664,000 EGP",Smouha,3,2,118,5,Extra Super Lux,Main Street,2025,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4725935-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4728965,Apartments For sale in Zinnia Muruj Compound - MWA,"6,072,000 EGP",Smouha,3,2,138,10,Super Lux,Main Street,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4728965-for-sale-alexandria-compounds-zyny-mrwj/
EG-4728906,Apartments For sale in U Park Compound - Tasheed,"6,258,000 EGP",Smouha,3,2,149,4,Super Lux,Main Street,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4728906-for-sale-alexandria-compounds-kmbwnd-yw-brk-tshyyd-llttwyr/
EG-4730962,Apartments For sale in U Park Compound - Tasheed,"7,104,000 EGP",Smouha,3,2,148,8,Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4730962-for-sale-alexandria-compounds-kmbwnd-yw-brk-tshyyd-llttwyr/
EG-4729066,Apartments For sale in Zinnia Muruj Compound - MWA,"5,996,100 EGP",Smouha,3,2,138,8,Extra Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4729066-for-sale-alexandria-compounds-zyny-mrwj/
EG-4725919,Apartments For sale in Muruj,"6,396,000 EGP",Smouha,3,3,156,10,Extra Super Lux,Side Street,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4725919-for-sale-Muruj/
EG-4729129,Apartments For sale in Park Plaza Compound - Mimary,"7,700,000 EGP",Smouha,3,2,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4729129-for-sale-park-plaza-mimary/
EG-4729028,Apartments For sale in Valore Antoniadis Compound - El Ghonimy,"7,733,000 EGP",Smouha,3,3,209,3,Extra Super Lux,,2024,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4729028-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4725879,Apartments For sale in Muruj,"5,658,000 EGP",Smouha,3,2,138,9,Extra Super Lux,Other,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4725879-for-sale-Muruj/
EG-4729111,Apartments For sale in Skyline Residence - Orouba Misr,"12,998,000 EGP",Smouha,3,3,194,8,Super Lux,Main Street,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4729111-for-sale-skyline-residence-orouba-misr/
EG-4858881,Apartments For sale in El-Nasr St.,"2,400,000 EGP",Smouha,3,2,150,13,Super Lux,Main Street,2011,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4858881-for-sale-alexandria-smouha-el-nasr-st/
EG-4823796,Apartments For sale in El Mahmoudya Road,"2,700,000 EGP",Smouha,3,1,130,3,Super Lux,Main Street,2016,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4823796-for-sale-alexandria-smouha-el-mahmoudya-road/
EG-4908489,Apartments For sale in Muruj,"5,500,000 EGP",Smouha,3,3,170,7,Extra Super Lux,Main Street,2025,Installments,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4908489-for-sale-alexandria-smouha-Muruj/
EG-4843118,Apartments For sale in Victor Amanoiel Square,"2,900,000 EGP",Smouha,3,1,105,15,Super Lux,Other,2005,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4843118-for-sale-alexandria-smouha-victor-amanoiel-square/
EG-4781928,Apartments For sale in Muruj,"8,836,000 EGP",Smouha,4,3,188,11,Super Lux,,2027,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4781928-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-fy-mrwj-lgnymy/
EG-4988113,Apartment for sale 148 m Smouha (Valori Smouha),"4,100,000 EGP",Smouha,3,2,148,7,Super Lux,Other,2023,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4988113-for-sale-alexandria-smouha-compounds-in-smouha-valore-smouha/
EG-4730864,Apartments For sale in Mohammed Bahaa Al Din Al Ghouri St.,"5,500,000 EGP",Smouha,3,3,210,3,Super Lux,Main Street,2015,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4730864-for-sale-alexandria-smouha-mohammed-bahaa-al-din-al-ghouri-st/
EG-4782900,Apartments For sale in Abou Qear St,"5,500,000 EGP",Smouha,2,2,170,7,Super Lux,Main Street,2024,Cash,Broker,DK FOR REAL ESTATE,https://aqarmap.com.eg/en/listing/4782900-for-sale-alexandria-smouha/
EG-4687044,Apartments For sale in Muruj,"6,500,000 EGP",Smouha,3,2,172,6,Super Lux,,2025,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4687044-for-sale-alexandria-smouha-Muruj/
EG-4832323,Duplex For sale in Mohammed Fawzi Moaz St.,"7,000,000 EGP",Smouha,5,3,300,13,Super Lux,Other,1990,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4832323-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4960892,Apartments For sale in Park Plaza Compound - Mimary,"7,426,000 EGP",Smouha,3,2,158,3,Super Lux,,2022,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4960892-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4760374,Apartments For sale in El-Nasr St.,"2,450,000 EGP",Smouha,3,1,120,9,Super Lux,Side Street,2013,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4760374-for-sale-alexandria-smouha-el-nasr-st/
EG-4927972,Apartments For sale in Muruj,"5,101,000 EGP",Smouha,2,1,114,Ground,Super Lux,Other,2024,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4927972-for-sale-alexandria-smouha-Muruj/
EG-4602106,Apartments For sale in Transport and Engineering St,"4,400,000 EGP",Smouha,3,2,144,10,Super Lux,Main Street,2024,Cash,Broker,DK FOR REAL ESTATE,https://aqarmap.com.eg/en/listing/4602106-for-sale-alexandria-shr-lnql-wlhnds-bsmwh/
EG-4791522,Apartments For sale in El Mahmoudya Road,"3,500,000 EGP",Smouha,3,2,145,3,Super Lux,Main Street,2016,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4791522-for-sale-alexandria-smouha-el-mahmoudya-road/
EG-4725692,Apartments For sale in Vee Muruj Compound - El Ghoniemy,"10,290,000 EGP",Smouha,3,3,196,9,Super Lux,,2026,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4725692-for-sale-alexandria-compounds-kmbwnd-fy-mrwj-lgnymy/
EG-4952882,Duplex For sale in Mohammed Fawzi Moaz St.,"4,500,000 EGP",Smouha,3,3,190,13,Super Lux,Main Street,2005,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4952882-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4849362,شقة للبيع - سموحة - بمساحة 70 متر,"1,600,000 EGP",Smouha,1,1,70,2,Super Lux,Other,2000,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/4849362-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4752644,Apartment for sale 218 m Smouha (Valory Antoniadis Compound),"7,303,000 EGP",Smouha,3,2,218,9,Super Lux,Other,2019,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4752644-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-5011131,Apartment for sale - Smouha - Area 70 meters,"1,950,000 EGP",Smouha,2,1,70,3,Lux,Main Street,1999,Cash,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/5011131-for-sale-alexandria-smouha-shr-lnql-wlhnds-bsmwh/
EG-4725733,Apartments For sale in Zinnia Muruj Compound - MWA,"6,007,450 EGP",Smouha,3,2,137,13,Super Lux,Other,2022,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4725733-for-sale-alexandria-compounds-zyny-mrwj/
EG-4969160,Apartment for sale - Smouha (Fawzi Moaz)- area 240 full meters,"5,200,000 EGP",Smouha,3,2,240,11,Super Lux,Other,1995,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/4969160-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4899591,Apartment for sale 96 m Smouha (Smouha Cooperatives),"2,900,000 EGP",Smouha,2,1,96,5,Super Lux,Other,1990,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4899591-for-sale-alexandria-smouha-taawenyat-smouha/
EG-4954974,شقة للبيع 161م سموحة - كومباوند فالوري أنطونيادس(فيو مفتوح),"4,150,000 EGP",Smouha,3,2,161,7,Super Lux,Other,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4954974-for-sale-alexandria-smouha-compounds-in-smouha-valore-smouha/
EG-4153045,Apartments For sale in Park Plaza - Mimary,"6,180,000 EGP",Smouha,3,2,145,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4153045-for-sale-park-plaza-mimary/
EG-4837635,Apartments For sale in Mohammed Abo Al Fatoh Hasab St. ( Al Riada ),"3,700,000 EGP",Smouha,3,1,135,6,Super Lux,,2000,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4837635-for-sale-alexandria-smouha-shr-mhmd-bw-lftwh-hsb-lrydh/
"43,300 EGP/M²",Apartments For sale in El Mahmoudya Road,"6,451,700 EGP",Smouha,3,2,149,Ground,Extra Super Lux,Commercial Financing,,2024,Installments,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4767360-for-sale-alexandria-smouha-el-mahmoudya-road/
EG-4974481,Apartments For sale in Al Haleton St.,"2,350,000 EGP",Smouha,3,1,125,14,Super Lux,Other,2012,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4974481-for-sale-alexandria-smouha-al-haleton-st/
EG-4157228,Apartments For sale in Park Plaza - Mimary,"12,355,000 EGP",Smouha,3,3,214,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4157228-for-sale-park-plaza-mimary/
EG-4899619,Apartment for sale 155 m Smouha (Al-Nasr St.),"2,500,000 EGP",Smouha,3,1,155,2,Super Lux,Other,2007,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4899619-for-sale-alexandria-smouha-el-nasr-st/
EG-5008781,Apartments For sale in El-Nasr St.,"2,400,000 EGP",Smouha,3,2,150,13,Super Lux,Side Street,2011,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5008781-for-sale-alexandria-smouha-el-nasr-st/
EG-4962494,"Apartment for sale 145 m Smouha (El Nasr St.) - 2,500,000 EGP","2,500,000 EGP",Smouha,3,2,145,11,Super Lux,Other,2010,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4962494-for-sale-alexandria-smouha-el-nasr-st/
EG-4931558,Apartments For sale in Terrace Smouha Compound - Solik Group,"6,900,000 EGP",Smouha,4,3,223,3,Super Lux,Pool,2023,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4931558-for-sale-alexandria-smouha-terrace-smouha-solik-group/
EG-4987827,Apartments For sale in Jara Residence - Hepta,"3,270,000 EGP",Smouha,3,2,153,5,Super Lux,,2025,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4987827-for-sale-alexandria-smouha-compounds-in-smouha-jara-residence-hepta/
EG-4881259,Apartment for sale 120 m Smouha (Takseem elquodah),"2,750,000 EGP",Smouha,3,1,120,6,Super Lux,Other,1990,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4881259-for-sale-alexandria-smouha-tqsym-lqdh/
EG-5029457,Apartment for sale 90 m Smouha (Ismail Siri st.),"2,300,000 EGP",Smouha,2,1,90,7,Super Lux,Other,1990,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5029457-for-sale-alexandria-smouha-ismail-sari-st/
EG-4729955,Apartments For sale in El Mahmoudya Road,"2,100,000 EGP",Smouha,2,2,150,7,Super Lux,Side Street,2001,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4729955-for-sale-alexandria-smouha-el-mahmoudya-road/
EG-4907073,دوبلكس للبيع 200م سموحة,"5,500,000 EGP",Smouha,4,3,200,12,Super Lux,Main Street,1998,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4907073-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4128320,Apartments For sale in Park Plaza - Mimary,"12,199,000 EGP",Smouha,4,3,226,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4128320-for-sale-park-plaza-mimary/
EG-4933927,Apartment for sale 115 m Smouha (Al Nasr st),"1,900,000 EGP",Smouha,3,1,115,9,Super Lux,Main Street,2010,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4933927-for-sale-alexandria-smouha-el-nasr-st/
EG-4984388,شقة للبيع 70م في سموحة شارع النقل والهندسة,"2,100,000 EGP",Smouha,2,1,70,3,Extra Super Lux,Main Street,1999,Cash,Building Developer,sira real estate,https://aqarmap.com.eg/en/listing/4984388-for-sale-alexandria-smouha-shr-lnql-wlhnds-bsmwh/
EG-4154799,Apartments For sale in Park Plaza - Mimary,"9,179,000 EGP",Smouha,3,3,204,3,Extra Super Lux,,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4154799-for-sale-park-plaza-mimary/
EG-4154796,Apartments For sale in Park Plaza - Mimary,"9,135,000 EGP",Smouha,3,3,203,3,Super Lux,,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4154796-for-sale-park-plaza-mimary/
EG-4128323,Apartments For sale in Park Plaza - Mimary,"8,827,000 EGP",Smouha,3,3,204,3,Extra Super Lux,,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4128323-for-sale-park-plaza-mimary/
EG-4153046,Apartments For sale in Park Plaza - Mimary,"8,826,000 EGP",Smouha,3,2,204,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4153046-for-sale-park-plaza-mimary/
EG-4770516,Apartments For sale in El-Nasr St.,"1,900,000 EGP",Smouha,3,1,140,18,Super Lux,Main Street,2015,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4770516-for-sale-alexandria-smouha-el-nasr-st/
EG-4153049,Apartments For sale in Park Plaza - Mimary,"9,135,000 EGP",Smouha,3,3,203,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4153049-for-sale-park-plaza-mimary/
EG-4154789,Apartments For sale in Park Plaza - Mimary,"8,085,000 EGP",Smouha,3,2,184,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4154789-for-sale-park-plaza-mimary/
EG-4867691,Apartments For sale in El Mahmoudya Road,"6,345,350 EGP",Smouha,3,2,139,5,Semi Finished,,2027,Installments,Broker,Abozahra Developments,https://aqarmap.com.eg/en/listing/4867691-for-sale-alexandria-smouha-el-mahmoudya-road/
EG-4137836,استثمر فى كمبوند مروج سموحة شقة 184م فى كمبوند متكامل الخدمات واطول فترة سداد,"7,775,000 EGP",Smouha,3,3,188,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4137836-for-sale-park-plaza-mimary/
EG-4035593,Apartments For sale in Park Plaza Compound - Mimary,"8,698,000 EGP",Smouha,3,3,201,9,Extra Super Lux,,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4035593-for-sale-park-plaza-mimary/
EG-4923197,Apartments For sale 200m in Mohammed Fawzi Moaz St.,"3,800,000 EGP",Smouha,3,3,200,17,Super Lux,Main Street,2013,Installments,Broker,چيران للاستثمار والتطوير العقاري,https://aqarmap.com.eg/en/listing/4923197-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4170121,Apartments For sale in Park Plaza - Mimary,"7,775,000 EGP",Smouha,3,2,188,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4170121-for-sale-park-plaza-mimary/
EG-4153057,Apartments For sale in Park Plaza - Mimary,"12,355,000 EGP",Smouha,3,2,214,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4153057-for-sale-park-plaza-mimary/
EG-4210337,Apartments For sale in Park Plaza Compound - Mimary,"9,180,000 EGP",Smouha,3,3,204,11,Extra Super Lux,,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4210337-for-sale-park-plaza-mimary/
EG-4190638,Apartments For sale in Park Plaza - Mimary,"8,273,000 EGP",Smouha,4,3,214,3,Extra Super Lux,,2021,Cash,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4190638-for-sale-park-plaza-mimary/
EG-4789375,Duplex For sale in Mohammed Fawzi Moaz St.,"6,500,000 EGP",Smouha,3,4,235,8,Super Lux,Main Street,2019,Cash,Broker,DK FOR REAL ESTATE,https://aqarmap.com.eg/en/listing/4789375-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4821325,Apartments For sale in Fayrouzit Smouha Compound,"4,700,000 EGP",Smouha,3,3,211,1,Super Lux,Side Street,2015,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4821325-for-sale-alexandria-smouha-compounds-in-smouha-fayrouzit-smouha/
EG-4752854,Apartments For sale in El Mahmoudya Road,"4,200,000 EGP",Smouha,3,3,172,9,Semi Finished,Main Street,2023,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4752854-for-sale-alexandria-compounds-valore-antoniadis-compound-el-ghonimy/
EG-4193290,Apartments For sale in Park Plaza Compound - Mimary,"12,800,000 EGP",Smouha,3,3,229,11,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4193290-for-sale-park-plaza-mimary/
