Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-5187177,شقة للبيع في ميامي - تشطيب سوبر لوكس,"2,300,000 EGP",Miami,2,1,115,2,Extra Super Lux,Main Street,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5187177-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-4738641,شقه للبيع ميامى اسكندر ابراهيم الرئيسي ١٦٥ متر,"3,700,000 EGP",Miami,3,1,165,10,Super Lux,Other,1995,Cash,Broker,,https://aqarmap.com.eg/en/listing/4738641-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5189493,شقة تمليك للبيع في ميامي,"850,000 EGP",Miami,2,1,75,5,Super Lux,Other,2022,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5189493-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5190025,شقة للبيع في ميامي,"3,250,000 EGP",Miami,2,1,140,10,Super Lux,Other,1987,Cash,Broker,,https://aqarmap.com.eg/en/listing/5190025-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5188875,شقة لوكس للبيع في شارع خالد بن الوليد - فرصة مميزة,"870,000 EGP",Miami,2,1,75,17,Super Lux,Other,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5188875-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5189484,شقه لوكس للبيع ش خالد بن الوليد,"870,000 EGP",Miami,2,1,70,17,Super Lux,Other,2022,Cash,Broker,,https://aqarmap.com.eg/en/listing/5189484-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5189478,شقة للبيع من المالك في المربع الذهبي - خالد بن الوليد,"800,000 EGP",Miami,2,1,90,17,Super Lux,Other,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/5189478-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5189129,شقة لقطة للبيع من المالك في أرقى مواقع ميامي,"1,750,000 EGP",Miami,3,1,135,13,Super Lux,Other,2014,Cash,Broker,,https://aqarmap.com.eg/en/listing/5189129-for-sale-alexandria-miami/
EG-4768616,شقه للبيع في ميامي ٣ غرف و ٢ حمام,"2,150,000 EGP",Miami,3,2,130,1,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4768616-for-sale-alexandria-miami/
EG-4738659,شقه للبيع بميامي أمام مشيخة الأزهر الدور العاشر,"2,700,000 EGP",Miami,3,2,145,10,Super Lux,Other,2008,Cash,Broker,,https://aqarmap.com.eg/en/listing/4738659-for-sale-alexandria-miami/
EG-5190136,شقة للبيع في ميامي,"900,000 EGP",Miami,2,1,75,10,Super Lux,Other,2002,Cash or Installments,Private Owner,,https://aqarmap.com.eg/en/listing/5190136-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5189436,شقة للبيع بحري - قرب صيدلية عبد الله الجديدة,"1,500,000 EGP",Miami,3,1,120,15,Lux,Main Street,2000,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5189436-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-4738622,شقه للبيع ميامى تانى نمره من البحر ١٠٠ متر غرفتين و ريسبشن الطابق,"2,500,000 EGP",Miami,2,1,100,11,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/4738622-for-sale-alexandria-miami/
EG-5187708,شقة للبيع في ميامي قرب السكة الحديد!,"900,000 EGP",Miami,2,1,75,10,Super Lux,Other,2002,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5187708-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5191254,شقة للبيع بين العيسوي وجمال عبد الناصر,"1,000,000 EGP",Miami,2,1,80,6,Super Lux,Side Street,2000,Cash,Broker,,https://aqarmap.com.eg/en/listing/5191254-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5191044,شقة للبيع في ميامي – خالد بن الوليد,"2,300,000 EGP",Miami,3,1,130,4,Super Lux,Side Street,2011,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5191044-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5186067,شقة عريس للبيع في ميامي - قريبة من البحر,"1,600,000 EGP",Miami,2,1,85,11,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5186067-for-sale-alexandria-miami-forty-five-st/
EG-5183446,شقة للبيع في ميامي 110 متر,"1,600,000 EGP",Miami,3,1,110,1,Super Lux,Side Street,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5183446-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5187519,شقة للبيع في شارع مدارس القدس - متفرع من مصطفى كامل,"1,150,000 EGP",Miami,3,1,100,16,Super Lux,Side Street,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5187519-for-sale-alexandria-miami/
EG-5186647,شقة للبيع في موقع مميز,"2,000,000 EGP",Miami,3,1,120,9,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5186647-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5180693,شقة للبيع في ميامي,"2,400,000 EGP",Miami,3,1,130,2,Super Lux,Other,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/5180693-for-sale-50000/
EG-5176286,شقة تمليك في ميامي,"1,800,000 EGP",Miami,2,1,115,12,Extra Super Lux,Main Street,2008,Cash,Broker,,https://aqarmap.com.eg/en/listing/5176286-for-sale-alexandria-miami-forty-five-st/
EG-5184103,شقة للبيع في ميامي، الإسكندرية,"2,100,000 EGP",Miami,2,2,125,5,Extra Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5184103-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-4738602,شقه للبيع ميامى شارع الارمن ٣ غرف,"1,950,000 EGP",Miami,3,1,125,12,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/4738602-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-5178820,شقة مميزة للبيع في ميامي,"2,900,000 EGP",Miami,3,1,140,8,Super Lux,Other,2003,Cash,Broker,,https://aqarmap.com.eg/en/listing/5178820-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5180011,شقة للبيع في ميامي بحري,"1,100,000 EGP",Miami,2,1,80,3,Super Lux,Other,1990,Cash,Broker,,https://aqarmap.com.eg/en/listing/5180011-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5179949,شقة للبيع في ميامي,"1,600,000 EGP",Miami,2,1,145,2,Super Lux,Side Street,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5179949-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5187440,شقة للبيع في ميامي - شارع خالد بن الوليد,"3,400,000 EGP",Miami,2,1,140,10,Lux,Sea View,1987,Cash,Broker,,https://aqarmap.com.eg/en/listing/5187440-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5183493,شقة رائعة للبيع في منطقة ميامي,"925,000 EGP",Miami,3,1,90,2,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5183493-for-sale-alexandria-miami/
EG-5184944,شقة للبيع في ميامي بموقع متميز قرب جمال عبد الناصر,"1,700,000 EGP",Miami,3,1,110,3,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5184944-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5174343,شقة تمليك للبيع في ميامي - فرصة رائعة!,"2,450,000 EGP",Miami,3,1,135,4,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5174343-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5172215,شقة للبيع في ميامي - متفرع من العيسوي,"2,400,000 EGP",Miami,3,1,130,2,Super Lux,Other,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172215-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5181685,شقة للبيع في ميامي - فرصة رائعة بموقع متميز!,"2,300,000 EGP",Miami,2,1,115,2,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5181685-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5179397,شقة تمليك في ميامي - فرصة مميزة لمحبى الفيو المفتوح,"2,400,000 EGP",Miami,3,1,130,12,Super Lux,Main Street,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5179397-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5187532,شقة للبيع الترا سوبر لوكس في أفضل موقع سكني بالإسكندرية,"2,200,000 EGP",Miami,2,1,110,1,Extra Super Lux,Other,2022,Cash,Broker,,https://aqarmap.com.eg/en/listing/5187532-for-sale-alexandria-miami-el-zobeir-ibn-el-awam-st/
EG-5183828,شقة للبيع من المالك مباشرة بالقرب من البحر في منطقة سيوف,"2,200,000 EGP",Miami,4,1,110,2,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5183828-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5195840,فرصة رائعة لشقة في ميامي - بالقرب من البحر,"1,600,000 EGP",Miami,2,1,100,1,Super Lux,Other,2005,Cash or Installments,Private Owner,,https://aqarmap.com.eg/en/listing/5195840-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-5173542,شقة مميزة للبيع في الإسكندرية,"2,400,000 EGP",Miami,3,1,130,11,Super Lux,Main Street,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5173542-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5175306,شقة للبيع في ميامي,"5,250,000 EGP",Miami,3,1,150,5,Super Lux,Sea View,2014,Cash or Installments,Private Owner,,https://aqarmap.com.eg/en/listing/5175306-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-4738620,شقه للبيع ميامى شارع الارمن العمومى ٣ غرف منهم غرفه مفتوحه على الريسبشن ١٠٥ متر,"1,450,000 EGP",Miami,3,1,105,7,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/4738620-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-5183608,شقة فاخرة للبيع في ميامي - شارع سامي رؤوف,"2,300,000 EGP",Miami,2,1,115,2,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5183608-for-sale-36587/
EG-5181469,شقة للبيع - مدينة فيصل (ميامي),"1,200,000 EGP",Miami,2,1,110,9,Extra Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5181469-for-sale-alexandria-miami/
EG-5181303,شقة سوبر لوكس للبيع في ميامي - فرصة ذهبية!,"2,250,000 EGP",Miami,2,1,115,9,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5181303-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5183615,فرصة رائعة للسكن والاستثمار في حلواني برنيس,"3,100,000 EGP",Miami,3,2,145,11,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5183615-for-sale-852/
EG-5183210,شقة للبيع في ميامي، الإسكندرية,"1,100,000 EGP",Miami,2,1,80,7,Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5183210-for-sale-alexandria-miami-mohammed-awad-gebreel-st/
EG-5174218,شقة للبيع في موقع مميز على جمال عبد الناصر,"1,750,000 EGP",Miami,2,1,90,9,Super Lux,Other,2004,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5174218-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5174234,شقة للبيع مباشرة من المالك في ميامي,"3,000,000 EGP",Miami,3,2,135,12,Super Lux,Other,2016,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5174234-for-sale-alexandria-miami-kaad-assrab-al-bhar-st/
EG-5183469,شقة للبيع في الإسكندرية,"3,500,000 EGP",Miami,3,1,140,8,Super Lux,Other,2015,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5183469-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5172146,شقة سوبر لوكس للبيع في ميامي مع إطلالة مفتوحة,"2,000,000 EGP",Miami,3,1,120,9,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172146-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5172927,: شقة للبيع في ميامي - بإطلالة ساحرة على البحر,"3,250,000 EGP",Miami,2,1,140,10,Super Lux,Other,1987,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172927-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5177680,شقة فاخرة للبيع في ميامي - بير مسعود,"2,500,000 EGP",Miami,2,2,150,1,Super Lux,Sea View,2016,Cash,Broker,,https://aqarmap.com.eg/en/listing/5177680-for-sale-alexandria-miami/
EG-5174230,شقة للبيع من المالك مباشرة في ميامي - خلف أسواق الشريف,"1,050,000 EGP",Miami,2,1,75,1,Super Lux,Other,2018,Cash,Broker,,https://aqarmap.com.eg/en/listing/5174230-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5173320,شقة للبيع في ميامي,"800,000 EGP",Miami,2,1,80,1,Super Lux,Side Street,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5173320-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5173566,شقة للبيع في الإسكندرية - ميامي,"2,850,000 EGP",Miami,3,1,135,15,Super Lux,Side Street,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5173566-for-sale-alexandria-miami-kaad-assrab-al-bhar-st/
EG-5181297,: شقة للبيع في مربع ميامي - فرصة مميزة!,"1,360,000 EGP",Miami,2,1,90,2,Super Lux,Other,2016,Cash,Broker,,https://aqarmap.com.eg/en/listing/5181297-for-sale-alexandria-miami-mohammed-galal-hammad-st/
EG-5174355,شقة 170 متر للبيع في موقع متميز - خالد بن الوليد مع محمد نجيب,"2,650,000 EGP",Miami,3,2,170,6,Super Lux,Main Street,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5174355-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5171314,شقة للبيع في خالد بن الوليد - الإسكندرية,"1,250,000 EGP",Miami,3,1,130,17,Super Lux,Sea View,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5171314-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5172595,شقة العمر في ميامي بحري,"2,300,000 EGP",Miami,3,1,135,6,Super Lux,Side Street,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172595-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5166629,شقة للبيع في ميامي - موقع مميز,"2,000,000 EGP",Miami,3,1,155,14,Super Lux,Other,2022,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5166629-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5169808,شقة للبيع في ميامي بجوار البحر,"2,000,000 EGP",Miami,2,1,110,13,Super Lux,Side Street,2008,Cash,Broker,,https://aqarmap.com.eg/en/listing/5169808-for-sale-alexandria-miami/
EG-5172758,امتلك شقة العمر!,"2,300,000 EGP",Miami,3,1,135,6,Lux,Side Street,2018,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172758-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5176734,شقة للبيع في ميامي، الإسكندرية,"2,400,000 EGP",Miami,3,1,140,3,Super Lux,Other,2022,Cash,Broker,,https://aqarmap.com.eg/en/listing/5176734-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5172162,فرصة رائعة لامتلاك شقة في ميامي!,"1,600,000 EGP",Miami,2,1,90,3,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172162-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5172330,شقة للبيع في ميامي,"1,600,000 EGP",Miami,3,1,145,2,Super Lux,Side Street,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172330-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5175978,شقة للبيع في ميامي - الإسكندرية,"850,000 EGP",Miami,2,1,65,10,Lux,Side Street,2019,Cash,Broker,,https://aqarmap.com.eg/en/listing/5175978-for-sale-alexandria-miami-street-56/
EG-5174160,شقة للبيع من المالك في ميامي، الإسكندرية,"850,000 EGP",Miami,2,1,75,13,Super Lux,Other,2018,Cash,Broker,,https://aqarmap.com.eg/en/listing/5174160-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5170941,شقة للبيع في ميامي - موقع متميز,"1,600,000 EGP",Miami,3,1,145,2,Super Lux,Other,2003,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5170941-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5172411,شقة للبيع في ميامي,"2,300,000 EGP",Miami,2,1,115,2,Super Lux,Other,2013,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5172411-for-sale-alexandria-miami-samy-raouf-st/
EG-5172572,شقة للبيع - ميامي بحري,"1,050,000 EGP",Miami,2,1,85,3,Super Lux,Side Street,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172572-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5171561,شقة سوبر لوكس للبيع في ميامي,"580,000 EGP",Miami,2,1,60,8,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5171561-for-sale-alexandria-miami-forty-five-st/
EG-5172806,شقة للبيع في ميامي، بحري عبد الناصر، خلف مستشفى جيهان,"1,100,000 EGP",Miami,2,1,80,3,Super Lux,Other,1999,Cash,Broker,,https://aqarmap.com.eg/en/listing/5172806-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5176075,شقة للبيع مباشرة من المالك في ميامي,"3,250,000 EGP",Miami,2,1,140,10,Lux,Sea View,1987,Cash,Broker,,https://aqarmap.com.eg/en/listing/5176075-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5173277,شقة للبيع في مربع ميامي,"1,360,000 EGP",Miami,2,1,110,2,Lux,Other,2010,Cash,Broker,,https://aqarmap.com.eg/en/listing/5173277-for-sale-alexandria-miami/
EG-5173494,شقة رائعة للبيع في ميامي - 120 متر,"2,400,000 EGP",Miami,2,1,120,10,Super Lux,Side Street,2008,Cash,Broker,,https://aqarmap.com.eg/en/listing/5173494-for-sale-alexandria-miami/
EG-5174129,شقة سوبر لوكس للبيع من المالك في ميامي,"1,800,000 EGP",Miami,3,1,125,13,Super Lux,Other,2019,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5174129-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5174205,شقة للبيع في ميامي 75 م,"850,000 EGP",Miami,2,1,75,13,Super Lux,Other,2019,Cash,Broker,,https://aqarmap.com.eg/en/listing/5174205-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5168397,شقة للبيع في الإسكندرية - ميامي,"2,850,000 EGP",Miami,3,1,135,15,Super Lux,Other,2018,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5168397-for-sale-alexandria-miami/
EG-5170165,شقة للبيع في موقع متميز - قرب الأكاديمية\,"950,000 EGP",Miami,2,1,95,10,Super Lux,Other,1990,Cash,Broker,,https://aqarmap.com.eg/en/listing/5170165-for-sale-alexandria-miami/
EG-5168349,شقة للبيع في منطقة ميامي - الإسكندرية,"2,400,000 EGP",Miami,3,1,135,4,Super Lux,Other,2002,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5168349-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5175988,شقة للبيع في ميامي - الإسكندرية,"1,100,000 EGP",Miami,2,1,80,7,Lux,Side Street,2019,Cash,Broker,,https://aqarmap.com.eg/en/listing/5175988-for-sale-alexandria-miami-mohammed-awad-gebreel-st/
EG-5176025,شقة للبيع في ميامي، الإسكندرية,"1,700,000 EGP",Miami,3,1,130,2,Super Lux,Side Street,2019,Cash,Broker,,https://aqarmap.com.eg/en/listing/5176025-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5170159,شقة للبيع في ميامي - فرصة استثمارية,"1,100,000 EGP",Miami,3,1,135,13,Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5170159-for-sale-alexandria-miami/
EG-5168432,شقة للبيع في ميامي,"3,300,000 EGP",Miami,3,1,155,1,Super Lux,Other,2017,Cash,Broker,,https://aqarmap.com.eg/en/listing/5168432-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5168266,شقة فاخرة بموقع متميز في ميامي,"1,320,000 EGP",Miami,2,1,110,10,Super Lux,Other,2007,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5168266-for-sale-alexandria-miami/
EG-5168385,شقة عريس للبيع بتشطيب VIP في مدينة فيصل,"1,200,000 EGP",Miami,2,1,110,9,Extra Super Lux,Other,2016,Cash,Broker,,https://aqarmap.com.eg/en/listing/5168385-for-sale-alexandria-miami/
EG-5168239,شقة للبيع في ميامي - فرصة لا تعوض!,"1,200,000 EGP",Miami,3,1,110,9,Super Lux,Other,2007,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5168239-for-sale-alexandria-miami/
EG-5168483,شقة للبيع متفرعة من خليل حمادة,"800,000 EGP",Miami,2,1,70,6,Super Lux,Other,1996,Cash,Broker,,https://aqarmap.com.eg/en/listing/5168483-for-sale-alexandria-miami/
EG-5166481,شقة للبيع في خليل حمادة,"3,000,000 EGP",Miami,3,1,185,3,Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5166481-for-sale-alexandria-miami/
EG-5166066,شقة للبيع في شارع الأرمن,"2,300,000 EGP",Miami,4,1,145,3,Super Lux,Other,1997,Cash,Broker,,https://aqarmap.com.eg/en/listing/5166066-for-sale-78787/
EG-5168213,شقة متميزة للبيع في ميامي,"1,050,000 EGP",Miami,3,2,92,10,Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5168213-for-sale-alexandria-miami/
EG-5169936,شقة للبيع في إسكندر إبراهيم,"1,800,000 EGP",Miami,3,1,120,Ground,Super Lux,Side Street,1999,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5169936-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5176907,شقة سوبر لوكس للبيع في ميامي,"1,300,000 EGP",Miami,3,1,105,16,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5176907-for-sale-alexandria-miami/
EG-5170251,فرصة لا تعوض في ميامي,"800,000 EGP",Miami,2,1,80,1,Super Lux,Side Street,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/5170251-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5166602,شقة للبيع في محمد نجيب بالإسكندرية,"1,500,000 EGP",Miami,2,1,90,5,Lux,Main Street,2018,Cash,Broker,,https://aqarmap.com.eg/en/listing/5166602-for-sale-alexandria-miami/
EG-5165237,شقتين متصلتين للبيع في ميامي - 190 متر بتشطيب فندقي,"2,950,000 EGP",Miami,3,2,190,8,Extra Super Lux,Side Street,2001,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5165237-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5168555,شقة للبيع بمساحة 135 متر في خالد بن الوليد,"2,400,000 EGP",Miami,3,2,135,13,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5168555-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5165331,شقة للبيع بمساحة 110 متر قرب شارع جمال عبد الناصر,"1,380,000 EGP",Miami,2,1,110,14,Super Lux,Main Street,2008,Cash,Broker,,https://aqarmap.com.eg/en/listing/5165331-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5164906,شقة للبيع في موقع مميز بحري,"820,000 EGP",Miami,2,1,90,4,Super Lux,Other,2007,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5164906-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5167356,شقة للبيع في ميامي - المربع الذهبي على بعد خطوات من البحر,"2,100,000 EGP",Miami,2,1,115,8,Super Lux,Other,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167356-for-sale-alexandria-miami/
EG-5165675,شقة للبيع في منطقة ميامي,"2,600,000 EGP",Miami,3,2,180,20,Super Lux,Side Street,1999,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5165675-for-sale-alexandria-miami/
EG-5164942,شقة مميزة للبيع في ميامي خليل حمادة,"3,000,000 EGP",Miami,3,1,185,3,Super Lux,Other,2008,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5164942-for-sale-alexandria-miami-mohammed-galal-hammad-st/
EG-5164277,شقة مميزة للبيع في وسط مدينة الإسكندرية!,"1,150,000 EGP",Miami,3,1,100,6,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164277-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5167497,شقة للبيع في ميامي,"1,600,000 EGP",Miami,3,1,145,2,Super Lux,Side Street,2029,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167497-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5165804,شقة فاخرة مع إطلالة على البحر – مثالية للعائلات والعرايس,"3,700,000 EGP",Miami,3,2,200,11,Super Lux,Sea View,1999,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5165804-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5167496,شقة للبيع دور أرضي سكني أو تجاري,"350,000 EGP",Miami,2,1,75,Ground,Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5167496-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5174305,شقة للبيع في ميامي 140 متر,"1,350,000 EGP",Miami,3,2,140,12,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5174305-for-sale-alexandria-miami/
EG-5168052,شقة للبيع في ميامي - شارع 57,"2,450,000 EGP",Miami,3,1,130,12,Extra Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5168052-for-sale-11111/
EG-5167836,شقة للبيع في ميامي، شارع الأرمن,"3,300,000 EGP",Miami,3,1,110,2,Lux,Main Street,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167836-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-5167219,فرصة سكن واستثمار مميزة,"2,450,000 EGP",Miami,3,1,135,12,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167219-for-sale-444444444/
EG-5165418,شقة للبيع بجمال عبد الناصر الرئيسي,"1,500,000 EGP",Miami,2,1,85,12,Super Lux,Main Street,1999,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5165418-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5165945,شقة للبيع في شارع جمال عبد الناصر، ميامي,"1,750,000 EGP",Miami,2,1,130,3,Super Lux,Main Street,1999,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5165945-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5165215,شقة للبيع في الإسكندرية - ميامي,"2,850,000 EGP",Miami,3,1,135,15,Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5165215-for-sale-alexandria-miami-kaad-assrab-al-bhar-st/
EG-5164850,شقة للبيع في ميامي,"1,600,000 EGP",Miami,3,2,135,6,Extra Super Lux,Other,2016,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5164850-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5167121,شقة للبيع في سيدي بحري,"3,450,000 EGP",Miami,3,2,180,15,Extra Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167121-for-sale-366/
